YYYYMMDD,Hour,WindSpeed,Temperature,PrecipitationAmount,PrecipitationDuration,GlobalRadiation,AirPressure,CloudCover
2021-01-01,1,10,-25,0,0,0.0,10059,0
2021-01-01,2,10,-32,0,0,0.0,10061,1
2021-01-01,3,20,-27,0,0,0.0,10064,7
2021-01-01,4,20,-11,0,0,0.0,10064,8
2021-01-01,5,20,11,0,0,0.0,10064,8
2021-01-01,6,30,19,0,0,0.0,10066,8
2021-01-01,7,20,22,0,0,0.0,10070,8
2021-01-01,8,30,27,0,0,0.0,10073,8
2021-01-01,9,20,31,0,0,6.0,10078,8
2021-01-01,10,20,35,0,0,19.0,10082,8
2021-01-01,11,20,46,0,0,41.0,10083,8
2021-01-01,12,20,50,0,0,67.0,10082,8
2021-01-01,13,10,54,0,0,31.0,10080,7
2021-01-01,14,20,56,0,0,20.0,10081,8
2021-01-01,15,30,54,0,0,9.0,10084,8
2021-01-01,16,20,51,0,0,1.0,10088,8
2021-01-01,17,20,49,0,0,0.0,10091,8
2021-01-01,18,20,46,0,0,0.0,10094,8
2021-01-01,19,20,45,0,0,0.0,10099,8
2021-01-01,20,20,46,0,0,0.0,10103,8
2021-01-01,21,20,38,0,0,0.0,10106,7
2021-01-01,22,20,41,0,0,0.0,10109,8
2021-01-01,23,30,42,0,0,0.0,10111,8
2021-01-01,24,30,45,0,0,0.0,10113,8
2021-01-02,1,30,41,0,0,0.0,10115,8
2021-01-02,2,20,40,0,0,0.0,10118,8
2021-01-02,3,20,37,0,0,0.0,10119,8
2021-01-02,4,20,36,0,0,0.0,10119,8
2021-01-02,5,20,34,0,0,0.0,10120,8
2021-01-02,6,20,33,0,0,0.0,10123,8
2021-01-02,7,20,32,0,0,0.0,10125,8
2021-01-02,8,20,32,0,0,0.0,10131,8
2021-01-02,9,20,33,1,4,4.0,10134,8
2021-01-02,10,30,34,0,0,12.0,10137,8
2021-01-02,11,20,37,0,0,28.0,10137,8
2021-01-02,12,30,37,-1,0,17.0,10135,8
2021-01-02,13,20,37,0,0,18.0,10132,8
2021-01-02,14,10,39,0,0,19.0,10132,8
2021-01-02,15,10,39,0,0,8.0,10136,8
2021-01-02,16,10,39,0,0,1.0,10137,8
2021-01-02,17,20,37,0,0,0.0,10139,8
2021-01-02,18,20,35,0,0,0.0,10142,8
2021-01-02,19,10,37,0,0,0.0,10145,8
2021-01-02,20,10,38,0,0,0.0,10147,8
2021-01-02,21,10,38,1,3,0.0,10147,8
2021-01-02,22,10,36,1,2,0.0,10149,8
2021-01-02,23,10,36,0,0,0.0,10151,8
2021-01-02,24,10,36,0,0,0.0,10153,8
2021-01-03,1,20,32,0,0,0.0,10153,8
2021-01-03,2,20,29,0,0,0.0,10154,8
2021-01-03,3,20,31,0,0,0.0,10154,8
2021-01-03,4,20,31,0,0,0.0,10152,8
2021-01-03,5,30,31,0,0,0.0,10154,8
2021-01-03,6,30,29,0,0,0.0,10156,8
2021-01-03,7,30,29,0,0,0.0,10161,8
2021-01-03,8,20,30,0,0,0.0,10165,8
2021-01-03,9,30,31,0,0,3.0,10170,8
2021-01-03,10,30,35,0,0,15.0,10175,8
2021-01-03,11,40,35,0,0,12.0,10173,8
2021-01-03,12,30,35,0,0,12.0,10170,8
2021-01-03,13,40,39,0,0,20.0,10169,8
2021-01-03,14,40,39,0,0,18.0,10170,7
2021-01-03,15,50,38,0,0,4.0,10171,8
2021-01-03,16,50,36,0,0,0.0,10174,8
2021-01-03,17,40,35,0,0,0.0,10174,8
2021-01-03,18,40,35,0,0,0.0,10175,8
2021-01-03,19,50,35,0,0,0.0,10176,8
2021-01-03,20,50,33,0,0,0.0,10176,8
2021-01-03,21,40,32,-1,0,0.0,10176,8
2021-01-03,22,50,30,-1,0,0.0,10175,8
2021-01-03,23,40,30,1,6,0.0,10173,8
2021-01-03,24,40,32,-1,0,0.0,10172,8
2021-01-04,1,50,31,1,6,0.0,10169,8
2021-01-04,2,50,29,2,7,0.0,10170,8
2021-01-04,3,50,29,6,10,0.0,10170,8
2021-01-04,4,50,29,1,7,0.0,10168,8
2021-01-04,5,50,30,-1,0,0.0,10170,8
2021-01-04,6,50,30,-1,0,0.0,10173,8
2021-01-04,7,50,31,1,5,0.0,10176,8
2021-01-04,8,50,31,-1,0,0.0,10180,8
2021-01-04,9,50,34,-1,0,5.0,10185,8
2021-01-04,10,60,35,-1,0,13.0,10187,8
2021-01-04,11,60,32,-1,0,11.0,10187,8
2021-01-04,12,60,31,-1,0,10.0,10184,8
2021-01-04,13,60,29,0,0,6.0,10179,8
2021-01-04,14,60,29,0,0,5.0,10179,8
2021-01-04,15,50,27,0,0,4.0,10181,8
2021-01-04,16,60,26,0,0,1.0,10180,8
2021-01-04,17,50,25,0,0,0.0,10181,8
2021-01-04,18,50,24,0,0,0.0,10182,8
2021-01-04,19,50,25,0,0,0.0,10182,8
2021-01-04,20,50,25,0,0,0.0,10182,8
2021-01-04,21,50,26,0,0,0.0,10180,8
2021-01-04,22,60,24,0,0,0.0,10178,8
2021-01-04,23,50,23,0,0,0.0,10178,8
2021-01-04,24,50,23,0,0,0.0,10174,8
2021-01-05,1,50,23,0,0,0.0,10176,8
2021-01-05,2,50,21,-1,0,0.0,10177,8
2021-01-05,3,50,22,0,0,0.0,10175,8
2021-01-05,4,40,23,0,0,0.0,10173,8
2021-01-05,5,40,23,0,0,0.0,10172,8
2021-01-05,6,40,22,0,0,0.0,10176,8
2021-01-05,7,40,23,-1,0,0.0,10179,8
2021-01-05,8,40,24,1,5,0.0,10182,8
2021-01-05,9,30,27,-1,0,2.0,10183,8
2021-01-05,10,40,29,0,0,5.0,10185,8
2021-01-05,11,40,34,0,0,16.0,10183,8
2021-01-05,12,40,31,0,0,10.0,10179,8
2021-01-05,13,40,31,0,0,8.0,10174,8
2021-01-05,14,40,29,0,0,5.0,10176,8
2021-01-05,15,40,31,0,0,4.0,10178,8
2021-01-05,16,40,32,-1,0,0.0,10178,8
2021-01-05,17,40,33,0,0,0.0,10179,8
2021-01-05,18,40,33,-1,0,0.0,10182,8
2021-01-05,19,40,35,0,0,0.0,10183,8
2021-01-05,20,40,36,0,0,0.0,10185,8
2021-01-05,21,40,35,0,0,0.0,10185,8
2021-01-05,22,30,35,0,0,0.0,10185,8
2021-01-05,23,40,34,0,0,0.0,10184,8
2021-01-05,24,50,32,-1,0,0.0,10183,8
2021-01-06,1,40,30,1,6,0.0,10180,8
2021-01-06,2,40,29,-1,0,0.0,10180,8
2021-01-06,3,50,24,0,0,0.0,10179,8
2021-01-06,4,50,23,0,0,0.0,10177,8
2021-01-06,5,40,22,0,0,0.0,10176,8
2021-01-06,6,40,20,0,0,0.0,10175,8
2021-01-06,7,40,20,0,0,0.0,10178,8
2021-01-06,8,30,20,0,0,0.0,10180,8
2021-01-06,9,30,22,0,0,5.0,10181,8
2021-01-06,10,30,25,0,0,15.0,10180,8
2021-01-06,11,20,26,0,0,19.0,10176,8
2021-01-06,12,20,30,0,0,30.0,10170,8
2021-01-06,13,20,31,0,0,18.0,10163,8
2021-01-06,14,20,31,0,0,15.0,10163,8
2021-01-06,15,20,29,0,0,8.0,10160,8
2021-01-06,16,20,27,0,0,1.0,10161,8
2021-01-06,17,10,23,0,0,0.0,10158,8
2021-01-06,18,10,23,0,0,0.0,10157,8
2021-01-06,19,10,23,0,0,0.0,10156,8
2021-01-06,20,10,21,0,0,0.0,10155,8
2021-01-06,21,20,22,0,0,0.0,10151,8
2021-01-06,22,20,22,-1,0,0.0,10150,8
2021-01-06,23,20,15,-1,0,0.0,10148,8
2021-01-06,24,10,13,-1,0,0.0,10144,8
2021-01-07,1,10,15,-1,0,0.0,10141,8
2021-01-07,2,20,13,-1,0,0.0,10139,8
2021-01-07,3,20,14,-1,0,0.0,10136,8
2021-01-07,4,20,14,-1,0,0.0,10132,8
2021-01-07,5,20,16,-1,0,0.0,10129,8
2021-01-07,6,20,18,1,10,0.0,10126,8
2021-01-07,7,20,20,1,10,0.0,10126,8
2021-01-07,8,20,19,-1,0,0.0,10128,8
2021-01-07,9,20,24,1,7,11.0,10130,8
2021-01-07,10,20,27,4,10,14.0,10130,8
2021-01-07,11,30,31,4,7,23.0,10127,8
2021-01-07,12,20,37,-1,0,39.0,10121,8
2021-01-07,13,30,40,2,3,21.0,10116,8
2021-01-07,14,30,28,20,10,9.0,10116,8
2021-01-07,15,30,37,6,10,5.0,10115,8
2021-01-07,16,40,35,5,10,1.0,10117,8
2021-01-07,17,30,33,3,10,0.0,10117,8
2021-01-07,18,20,32,3,10,0.0,10115,8
2021-01-07,19,30,34,8,10,0.0,10118,8
2021-01-07,20,20,29,11,10,0.0,10117,8
2021-01-07,21,20,26,5,10,0.0,10118,8
2021-01-07,22,20,26,3,10,0.0,10118,8
2021-01-07,23,20,26,1,6,0.0,10118,8
2021-01-07,24,10,26,1,9,0.0,10119,8
2021-01-08,1,10,25,1,6,0.0,10119,8
2021-01-08,2,10,25,-1,0,0.0,10122,8
2021-01-08,3,10,27,1,10,0.0,10124,8
2021-01-08,4,10,26,-1,0,0.0,10125,8
2021-01-08,5,10,24,2,10,0.0,10126,8
2021-01-08,6,10,13,-1,0,0.0,10130,8
2021-01-08,7,10,11,-1,0,0.0,10135,8
2021-01-08,8,10,13,-1,0,0.0,10142,8
2021-01-08,9,10,20,-1,0,9.0,10150,8
2021-01-08,10,10,29,-1,0,39.0,10156,8
2021-01-08,11,20,33,0,0,48.0,10159,8
2021-01-08,12,30,35,0,0,41.0,10161,8
2021-01-08,13,20,39,0,0,38.0,10163,8
2021-01-08,14,20,43,0,0,67.0,10165,8
2021-01-08,15,20,31,0,0,23.0,10172,1
2021-01-08,16,10,10,0,0,5.0,10179,0
2021-01-08,17,10,-2,0,0,0.0,10184,0
2021-01-08,18,10,-12,0,0,0.0,10191,4
2021-01-08,19,10,-20,0,0,0.0,10198,1
2021-01-08,20,10,-14,0,0,0.0,10202,6
2021-01-08,21,10,-18,0,0,0.0,10208,4
2021-01-08,22,10,-20,0,0,0.0,10210,8
2021-01-08,23,10,-25,0,0,0.0,10211,3
2021-01-08,24,10,-28,0,0,0.0,10213,2
2021-01-09,1,10,-30,0,0,0.0,10215,1
2021-01-09,2,10,-34,0,0,0.0,10221,2
2021-01-09,3,10,-27,0,0,0.0,10222,3
2021-01-09,4,10,-33,0,0,0.0,10224,0
2021-01-09,5,10,-39,0,0,0.0,10226,0
2021-01-09,6,10,-42,0,0,0.0,10230,0
2021-01-09,7,10,-44,0,0,0.0,10232,0
2021-01-09,8,10,-42,0,0,1.0,10237,1
2021-01-09,9,10,-15,0,0,23.0,10244,7
2021-01-09,10,10,3,0,0,33.0,10246,8
2021-01-09,11,10,37,0,0,60.0,10244,0
2021-01-09,12,20,55,0,0,86.0,10241,3
2021-01-09,13,20,57,0,0,71.0,10237,2
2021-01-09,14,20,61,0,0,65.0,10237,1
2021-01-09,15,20,53,2,1,41.0,10242,8
2021-01-09,16,20,31,3,6,2.0,10244,7
2021-01-09,17,10,11,0,0,0.0,10246,0
2021-01-09,18,10,-8,0,0,0.0,10248,0
2021-01-09,19,10,-17,0,0,0.0,10249,1
2021-01-09,20,10,-23,0,0,0.0,10251,0
2021-01-09,21,10,-27,0,0,0.0,10253,0
2021-01-09,22,10,-31,0,0,0.0,10253,1
2021-01-09,23,10,-25,0,0,0.0,10252,7
2021-01-09,24,10,-24,0,0,0.0,10251,7
2021-01-10,1,10,-28,0,0,0.0,10250,4
2021-01-10,2,10,-19,-1,0,0.0,10250,7
2021-01-10,3,20,-28,-1,0,0.0,10248,4
2021-01-10,4,10,-26,0,0,0.0,10244,8
2021-01-10,5,10,-30,0,0,0.0,10242,2
2021-01-10,6,10,-33,0,0,0.0,10239,8
2021-01-10,7,10,-26,0,0,0.0,10241,8
2021-01-10,8,10,-15,0,0,0.0,10242,8
2021-01-10,9,10,-2,0,0,9.0,10244,7
2021-01-10,10,20,20,0,0,34.0,10245,7
2021-01-10,11,20,47,0,0,82.0,10240,7
2021-01-10,12,30,50,0,0,72.0,10237,8
2021-01-10,13,30,51,0,0,56.0,10232,8
2021-01-10,14,30,46,0,0,37.0,10232,8
2021-01-10,15,30,45,0,0,12.0,10232,8
2021-01-10,16,30,42,0,0,2.0,10233,8
2021-01-10,17,30,39,0,0,0.0,10233,8
2021-01-10,18,30,39,0,0,0.0,10229,8
2021-01-10,19,30,39,0,0,0.0,10231,8
2021-01-10,20,40,37,0,0,0.0,10225,8
2021-01-10,21,40,36,0,0,0.0,10224,8
2021-01-10,22,40,37,0,0,0.0,10222,8
2021-01-10,23,40,35,0,0,0.0,10216,8
2021-01-10,24,40,38,0,0,0.0,10212,8
2021-01-11,1,40,37,0,0,0.0,10208,8
2021-01-11,2,40,36,0,0,0.0,10206,8
2021-01-11,3,50,33,0,0,0.0,10202,8
2021-01-11,4,50,29,0,0,0.0,10200,8
2021-01-11,5,40,34,0,0,0.0,10193,8
2021-01-11,6,50,38,0,0,0.0,10188,8
2021-01-11,7,60,38,0,0,0.0,10180,8
2021-01-11,8,50,38,0,0,0.0,10179,8
2021-01-11,9,50,40,0,0,1.0,10178,8
2021-01-11,10,50,44,0,0,5.0,10178,8
2021-01-11,11,60,47,0,0,6.0,10170,8
2021-01-11,12,50,49,0,0,15.0,10158,8
2021-01-11,13,60,50,0,0,14.0,10150,8
2021-01-11,14,60,52,0,0,11.0,10143,8
2021-01-11,15,60,55,0,0,9.0,10138,8
2021-01-11,16,60,58,0,0,1.0,10132,8
2021-01-11,17,60,62,0,0,0.0,10124,8
2021-01-11,18,60,61,0,0,0.0,10119,8
2021-01-11,19,60,61,-1,0,0.0,10115,8
2021-01-11,20,50,59,6,10,0.0,10107,8
2021-01-11,21,60,65,2,3,0.0,10101,8
2021-01-11,22,60,67,-1,0,0.0,10090,8
2021-01-11,23,60,68,2,6,0.0,10085,8
2021-01-11,24,60,70,2,10,0.0,10076,8
2021-01-12,1,70,69,14,10,0.0,10063,8
2021-01-12,2,60,71,15,10,0.0,10055,8
2021-01-12,3,50,77,29,10,0.0,10050,8
2021-01-12,4,40,79,34,10,0.0,10040,8
2021-01-12,5,50,82,33,10,0.0,10033,8
2021-01-12,6,50,78,20,10,0.0,10033,8
2021-01-12,7,30,74,3,7,0.0,10038,8
2021-01-12,8,30,66,-1,0,0.0,10049,8
2021-01-12,9,40,60,-1,0,11.0,10063,8
2021-01-12,10,30,60,0,0,23.0,10074,8
2021-01-12,11,40,63,1,2,58.0,10086,7
2021-01-12,12,50,60,-1,0,76.0,10089,3
2021-01-12,13,50,68,0,0,89.0,10092,1
2021-01-12,14,40,67,0,0,62.0,10097,3
2021-01-12,15,40,44,2,2,25.0,10107,4
2021-01-12,16,30,39,8,2,14.0,10118,4
2021-01-12,17,20,33,0,0,0.0,10125,1
2021-01-12,18,20,24,0,0,0.0,10136,0
2021-01-12,19,20,12,0,0,0.0,10143,0
2021-01-12,20,20,20,0,0,0.0,10150,2
2021-01-12,21,20,28,0,0,0.0,10154,1
2021-01-12,22,30,34,0,0,0.0,10160,4
2021-01-12,23,20,25,0,0,0.0,10164,0
2021-01-12,24,30,23,0,0,0.0,10165,1
2021-01-13,1,30,24,1,4,0.0,10163,7
2021-01-13,2,30,29,-1,0,0.0,10163,5
2021-01-13,3,30,31,5,2,0.0,10167,8
2021-01-13,4,30,35,-1,0,0.0,10166,8
2021-01-13,5,40,38,0,0,0.0,10162,8
2021-01-13,6,30,39,0,0,0.0,10161,8
2021-01-13,7,30,38,0,0,0.0,10159,8
2021-01-13,8,30,37,0,0,1.0,10159,8
2021-01-13,9,30,46,0,0,24.0,10158,8
2021-01-13,10,40,50,0,0,44.0,10158,6
2021-01-13,11,40,54,0,0,67.0,10157,4
2021-01-13,12,50,60,0,0,65.0,10153,7
2021-01-13,13,50,55,0,0,55.0,10146,4
2021-01-13,14,50,53,0,0,56.0,10143,8
2021-01-13,15,40,50,0,0,17.0,10143,8
2021-01-13,16,40,49,0,0,3.0,10142,8
2021-01-13,17,30,46,-1,0,0.0,10139,8
2021-01-13,18,30,44,0,0,0.0,10139,8
2021-01-13,19,20,45,0,0,0.0,10144,8
2021-01-13,20,20,49,-1,0,0.0,10146,8
2021-01-13,21,30,46,2,5,0.0,10153,8
2021-01-13,22,20,42,-1,0,0.0,10161,8
2021-01-13,23,20,40,0,0,0.0,10171,8
2021-01-13,24,20,36,0,0,0.0,10175,8
2021-01-14,1,10,33,0,0,0.0,10176,8
2021-01-14,2,20,28,0,0,0.0,10181,8
2021-01-14,3,10,15,0,0,0.0,10184,8
2021-01-14,4,10,5,0,0,0.0,10186,8
2021-01-14,5,10,2,0,0,0.0,10187,8
2021-01-14,6,20,7,0,0,0.0,10191,8
2021-01-14,7,10,4,0,0,0.0,10195,8
2021-01-14,8,20,10,0,0,0.0,10199,8
2021-01-14,9,20,15,0,0,10.0,10204,8
2021-01-14,10,30,19,0,0,24.0,10206,8
2021-01-14,11,40,21,0,0,45.0,10203,8
2021-01-14,12,40,23,0,0,51.0,10199,8
2021-01-14,13,50,22,0,0,47.0,10195,8
2021-01-14,14,50,21,0,0,42.0,10192,8
2021-01-14,15,50,19,0,0,29.0,10193,8
2021-01-14,16,50,17,0,0,6.0,10196,8
2021-01-14,17,50,13,0,0,0.0,10199,8
2021-01-14,18,50,11,0,0,0.0,10204,8
2021-01-14,19,40,8,0,0,0.0,10211,8
2021-01-14,20,40,0,0,0,0.0,10215,8
2021-01-14,21,40,-1,0,0,0.0,10221,8
2021-01-14,22,40,-4,0,0,0.0,10228,8
2021-01-14,23,40,-5,0,0,0.0,10234,8
2021-01-14,24,40,-6,0,0,0.0,10238,8
2021-01-15,1,40,-4,0,0,0.0,10243,8
2021-01-15,2,20,0,0,0,0.0,10250,8
2021-01-15,3,30,5,0,0,0.0,10254,8
2021-01-15,4,20,8,0,0,0.0,10258,8
2021-01-15,5,20,9,0,0,0.0,10262,8
2021-01-15,6,20,12,0,0,0.0,10268,8
2021-01-15,7,20,15,0,0,0.0,10274,8
2021-01-15,8,20,10,0,0,0.0,10279,8
2021-01-15,9,10,14,0,0,5.0,10287,8
2021-01-15,10,20,14,0,0,9.0,10294,8
2021-01-15,11,10,15,0,0,11.0,10298,8
2021-01-15,12,10,21,0,0,18.0,10297,8
2021-01-15,13,20,22,0,0,16.0,10296,8
2021-01-15,14,10,22,0,0,12.0,10296,8
2021-01-15,15,10,23,0,0,9.0,10297,8
2021-01-15,16,10,15,0,0,2.0,10299,8
2021-01-15,17,0,8,0,0,0.0,10300,8
2021-01-15,18,10,9,0,0,0.0,10300,8
2021-01-15,19,10,8,0,0,0.0,10303,8
2021-01-15,20,10,7,0,0,0.0,10305,8
2021-01-15,21,10,14,0,0,0.0,10305,8
2021-01-15,22,20,15,0,0,0.0,10305,8
2021-01-15,23,20,14,0,0,0.0,10300,8
2021-01-15,24,20,12,0,0,0.0,10297,8
2021-01-16,1,20,14,0,0,0.0,10295,8
2021-01-16,2,20,15,0,0,0.0,10290,8
2021-01-16,3,20,14,0,0,0.0,10287,8
2021-01-16,4,20,17,0,0,0.0,10280,8
2021-01-16,5,20,17,0,0,0.0,10274,8
2021-01-16,6,20,15,0,0,0.0,10268,8
2021-01-16,7,30,18,0,0,0.0,10264,8
2021-01-16,8,30,18,0,0,1.0,10260,8
2021-01-16,9,30,18,0,0,9.0,10255,8
2021-01-16,10,40,19,0,0,21.0,10253,8
2021-01-16,11,40,19,0,0,26.0,10245,8
2021-01-16,12,40,19,0,0,26.0,10232,8
2021-01-16,13,50,19,0,0,20.0,10218,8
2021-01-16,14,60,16,0,0,12.0,10205,8
2021-01-16,15,60,-5,2,5,6.0,10199,8
2021-01-16,16,50,-8,7,10,2.0,10189,8
2021-01-16,17,50,-9,8,10,0.0,10180,8
2021-01-16,18,40,-9,5,10,0.0,10174,8
2021-01-16,19,40,-8,5,10,0.0,10172,8
2021-01-16,20,40,-5,-1,0,0.0,10168,8
2021-01-16,21,30,-3,-1,0,0.0,10165,8
2021-01-16,22,30,-2,0,0,0.0,10161,8
2021-01-16,23,30,-2,2,1,0.0,10157,8
2021-01-16,24,30,-1,0,0,0.0,10151,8
2021-01-17,1,30,0,2,5,0.0,10149,8
2021-01-17,2,30,2,2,5,0.0,10145,8
2021-01-17,3,30,4,4,4,0.0,10145,8
2021-01-17,4,20,5,3,5,0.0,10144,8
2021-01-17,5,20,6,-1,0,0.0,10145,8
2021-01-17,6,10,5,0,0,0.0,10147,8
2021-01-17,7,10,6,0,0,0.0,10152,8
2021-01-17,8,10,6,-1,0,1.0,10158,8
2021-01-17,9,20,33,0,0,8.0,10168,8
2021-01-17,10,20,47,0,0,27.0,10177,8
2021-01-17,11,20,55,-1,0,54.0,10182,8
2021-01-17,12,20,69,-1,0,70.0,10185,1
2021-01-17,13,30,78,0,0,92.0,10186,3
2021-01-17,14,30,74,0,0,37.0,10192,8
2021-01-17,15,40,59,-1,0,24.0,10203,8
2021-01-17,16,30,54,11,9,3.0,10208,8
2021-01-17,17,10,46,-1,0,0.0,10214,8
2021-01-17,18,20,43,0,0,0.0,10221,8
2021-01-17,19,20,43,0,0,0.0,10225,6
2021-01-17,20,20,49,0,0,0.0,10226,8
2021-01-17,21,20,44,0,0,0.0,10229,8
2021-01-17,22,20,34,0,0,0.0,10228,1
2021-01-17,23,20,28,0,0,0.0,10232,5
2021-01-17,24,20,24,0,0,0.0,10230,5
2021-01-18,1,30,30,0,0,0.0,10226,5
2021-01-18,2,20,25,0,0,0.0,10225,8
2021-01-18,3,30,30,0,0,0.0,10225,8
2021-01-18,4,20,31,0,0,0.0,10221,8
2021-01-18,5,30,36,0,0,0.0,10219,8
2021-01-18,6,30,39,0,0,0.0,10216,8
2021-01-18,7,40,39,0,0,0.0,10212,8
2021-01-18,8,40,44,0,0,1.0,10216,8
2021-01-18,9,40,46,0,0,6.0,10214,8
2021-01-18,10,40,51,-1,0,25.0,10209,8
2021-01-18,11,50,55,0,0,35.0,10207,8
2021-01-18,12,50,57,0,0,27.0,10204,8
2021-01-18,13,50,63,-1,0,27.0,10197,8
2021-01-18,14,40,63,-1,0,17.0,10192,8
2021-01-18,15,40,62,-1,0,17.0,10188,7
2021-01-18,16,50,57,1,1,2.0,10187,8
2021-01-18,17,40,58,1,1,0.0,10188,8
2021-01-18,18,40,54,0,0,0.0,10186,8
2021-01-18,19,40,53,-1,0,0.0,10181,8
2021-01-18,20,50,52,0,0,0.0,10177,7
2021-01-18,21,50,53,0,0,0.0,10172,8
2021-01-18,22,50,50,0,0,0.0,10165,8
2021-01-18,23,50,55,0,0,0.0,10157,8
2021-01-18,24,60,59,0,0,0.0,10148,8
2021-01-19,1,70,57,0,0,0.0,10135,8
2021-01-19,2,60,54,-1,0,0.0,10120,8
2021-01-19,3,60,48,5,9,0.0,10105,8
2021-01-19,4,60,46,14,10,0.0,10090,8
2021-01-19,5,60,48,16,10,0.0,10075,8
2021-01-19,6,70,54,21,10,0.0,10058,8
2021-01-19,7,70,61,26,10,0.0,10043,8
2021-01-19,8,80,68,24,10,0.0,10034,8
2021-01-19,9,90,74,21,10,2.0,10031,8
2021-01-19,10,80,79,14,10,7.0,10031,8
2021-01-19,11,70,95,8,10,8.0,10033,8
2021-01-19,12,70,99,4,9,10.0,10034,8
2021-01-19,13,70,102,-1,0,13.0,10037,8
2021-01-19,14,80,103,-1,0,11.0,10038,8
2021-01-19,15,80,100,3,5,15.0,10040,8
2021-01-19,16,80,98,0,0,3.0,10044,8
2021-01-19,17,80,97,0,0,0.0,10044,8
2021-01-19,18,70,93,0,0,0.0,10044,8
2021-01-19,19,80,91,-1,0,0.0,10042,8
2021-01-19,20,80,86,-1,0,0.0,10039,8
2021-01-19,21,80,79,0,0,0.0,10031,8
2021-01-19,22,70,74,0,0,0.0,10026,8
2021-01-19,23,80,74,0,0,0.0,10019,8
2021-01-19,24,60,73,-1,0,0.0,10013,8
2021-01-20,1,70,72,-1,0,0.0,10006,8
2021-01-20,2,60,69,0,0,0.0,10003,8
2021-01-20,3,60,70,-1,0,0.0,9994,8
2021-01-20,4,60,74,-1,0,0.0,9990,8
2021-01-20,5,70,77,0,0,0.0,9982,8
2021-01-20,6,60,80,0,0,0.0,9978,8
2021-01-20,7,60,82,0,0,0.0,9974,8
2021-01-20,8,60,84,0,0,0.0,9973,8
2021-01-20,9,60,82,0,0,9.0,9972,8
2021-01-20,10,60,90,0,0,13.0,9969,8
2021-01-20,11,70,92,0,0,24.0,9963,8
2021-01-20,12,70,95,-1,0,42.0,9957,8
2021-01-20,13,60,94,-1,0,24.0,9949,8
2021-01-20,14,60,94,-1,0,27.0,9938,8
2021-01-20,15,60,97,0,0,17.0,9933,8
2021-01-20,16,60,94,0,0,6.0,9930,8
2021-01-20,17,60,96,0,0,0.0,9925,8
2021-01-20,18,60,97,0,0,0.0,9920,8
2021-01-20,19,70,102,0,0,0.0,9914,8
2021-01-20,20,70,106,0,0,0.0,9909,8
2021-01-20,21,80,104,-1,0,0.0,9901,8
2021-01-20,22,60,98,-1,0,0.0,9888,8
2021-01-20,23,70,102,-1,0,0.0,9876,8
2021-01-20,24,70,108,0,0,0.0,9857,8
2021-01-21,1,80,111,-1,0,0.0,9838,8
2021-01-21,2,80,113,5,5,0.0,9825,8
2021-01-21,3,100,114,-1,0,0.0,9816,8
2021-01-21,4,110,60,29,9,0.0,9833,8
2021-01-21,5,90,77,1,5,0.0,9847,8
2021-01-21,6,90,68,-1,0,0.0,9866,7
2021-01-21,7,80,61,-1,0,0.0,9880,4
2021-01-21,8,70,55,0,0,1.0,9892,1
2021-01-21,9,60,61,0,0,26.0,9896,0
2021-01-21,10,80,68,-1,0,52.0,9900,7
2021-01-21,11,90,76,-1,0,69.0,9900,7
2021-01-21,12,100,80,0,0,66.0,9899,7
2021-01-21,13,100,79,0,0,56.0,9897,7
2021-01-21,14,90,81,0,0,42.0,9895,8
2021-01-21,15,90,79,0,0,23.0,9897,7
2021-01-21,16,80,76,0,0,7.0,9893,8
2021-01-21,17,70,75,0,0,0.0,9888,8
2021-01-21,18,50,76,0,0,0.0,9883,8
2021-01-21,19,70,56,5,5,0.0,9874,8
2021-01-21,20,20,50,15,10,0.0,9855,8
2021-01-21,21,20,47,21,10,0.0,9834,8
2021-01-21,22,20,44,22,10,0.0,9824,8
2021-01-21,23,30,35,8,10,0.0,9831,8
2021-01-21,24,20,35,12,10,0.0,9837,8
2021-01-22,1,30,38,7,10,0.0,9846,8
2021-01-22,2,40,40,1,4,0.0,9857,8
2021-01-22,3,40,39,1,2,0.0,9864,8
2021-01-22,4,50,36,-1,0,0.0,9872,0
2021-01-22,5,50,37,0,0,0.0,9877,1
2021-01-22,6,50,37,0,0,0.0,9884,3
2021-01-22,7,50,34,0,0,0.0,9890,5
2021-01-22,8,40,35,0,0,1.0,9898,8
2021-01-22,9,40,34,0,0,10.0,9906,8
2021-01-22,10,40,44,0,0,37.0,9916,1
2021-01-22,11,50,58,0,0,81.0,9921,5
2021-01-22,12,50,62,0,0,81.0,9926,5
2021-01-22,13,50,61,0,0,59.0,9928,7
2021-01-22,14,50,64,0,0,42.0,9935,7
2021-01-22,15,40,58,0,0,27.0,9942,8
2021-01-22,16,40,52,0,0,10.0,9945,8
2021-01-22,17,40,46,0,0,0.0,9947,8
2021-01-22,18,30,37,0,0,0.0,9952,8
2021-01-22,19,30,35,0,0,0.0,9955,8
2021-01-22,20,30,31,0,0,0.0,9957,8
2021-01-22,21,30,25,0,0,0.0,9960,8
2021-01-22,22,20,23,0,0,0.0,9961,8
2021-01-22,23,30,21,0,0,0.0,9959,8
2021-01-22,24,20,12,0,0,0.0,9956,8
2021-01-23,1,30,17,0,0,0.0,9950,8
2021-01-23,2,30,14,0,0,0.0,9948,8
