DateUTC,MeasureItem,TimeFrom,TimeTo,Value,Hour,DayofWeek,Month,isHoliday?,WindSpeed,Temperature,PrecipitationAmount,PrecipitationDuration,GlobalRadiation,AirPressure,CloudCover
2021-01-01 00:00:00,Monthly Hourly Load Values,00:00:00,01:00:00,11313.1375,0,4,1,1,10,-25,0,0,0.0,10059,0
2021-01-01 01:00:00,Monthly Hourly Load Values,01:00:00,02:00:00,10925.1475,1,4,1,1,10,-32,0,0,0.0,10061,1
2021-01-01 02:00:00,Monthly Hourly Load Values,02:00:00,03:00:00,10576.82,2,4,1,1,20,-27,0,0,0.0,10064,7
2021-01-01 03:00:00,Monthly Hourly Load Values,03:00:00,04:00:00,10371.1225,3,4,1,1,20,-11,0,0,0.0,10064,8
2021-01-01 04:00:00,Monthly Hourly Load Values,04:00:00,05:00:00,10420.2075,4,4,1,1,20,11,0,0,0.0,10064,8
2021-01-01 05:00:00,Monthly Hourly Load Values,05:00:00,06:00:00,10591.395,5,4,1,1,30,19,0,0,0.0,10066,8
2021-01-01 06:00:00,Monthly Hourly Load Values,06:00:00,07:00:00,10817.5475,6,4,1,1,20,22,0,0,0.0,10070,8
2021-01-01 07:00:00,Monthly Hourly Load Values,07:00:00,08:00:00,11160.6375,7,4,1,1,30,27,0,0,0.0,10073,8
2021-01-01 08:00:00,Monthly Hourly Load Values,08:00:00,09:00:00,11465.86,8,4,1,1,20,31,0,0,6.0,10078,8
2021-01-01 09:00:00,Monthly Hourly Load Values,09:00:00,10:00:00,11624.55,9,4,1,1,20,35,0,0,19.0,10082,8
2021-01-01 10:00:00,Monthly Hourly Load Values,10:00:00,11:00:00,11591.67,10,4,1,1,20,46,0,0,41.0,10083,8
2021-01-01 11:00:00,Monthly Hourly Load Values,11:00:00,12:00:00,11653.475,11,4,1,1,20,50,0,0,67.0,10082,8
2021-01-01 12:00:00,Monthly Hourly Load Values,12:00:00,13:00:00,11789.6375,12,4,1,1,10,54,0,0,31.0,10080,7
2021-01-01 13:00:00,Monthly Hourly Load Values,13:00:00,14:00:00,11993.5025,13,4,1,1,20,56,0,0,20.0,10081,8
2021-01-01 14:00:00,Monthly Hourly Load Values,14:00:00,15:00:00,12445.63,14,4,1,1,30,54,0,0,9.0,10084,8
2021-01-01 15:00:00,Monthly Hourly Load Values,15:00:00,16:00:00,13056.19,15,4,1,1,20,51,0,0,1.0,10088,8
2021-01-01 16:00:00,Monthly Hourly Load Values,16:00:00,17:00:00,14137.975,16,4,1,1,20,49,0,0,0.0,10091,8
2021-01-01 17:00:00,Monthly Hourly Load Values,17:00:00,18:00:00,13839.505,17,4,1,1,20,46,0,0,0.0,10094,8
2021-01-01 18:00:00,Monthly Hourly Load Values,18:00:00,19:00:00,13397.6425,18,4,1,1,20,45,0,0,0.0,10099,8
2021-01-01 19:00:00,Monthly Hourly Load Values,19:00:00,20:00:00,12887.275,19,4,1,1,20,46,0,0,0.0,10103,8
2021-01-01 20:00:00,Monthly Hourly Load Values,20:00:00,21:00:00,12307.1475,20,4,1,1,20,38,0,0,0.0,10106,7
2021-01-01 21:00:00,Monthly Hourly Load Values,21:00:00,22:00:00,11779.5925,21,4,1,1,20,41,0,0,0.0,10109,8
2021-01-01 22:00:00,Monthly Hourly Load Values,22:00:00,23:00:00,11229.76,22,4,1,1,30,42,0,0,0.0,10111,8
2021-01-01 23:00:00,Monthly Hourly Load Values,23:00:00,00:00:00,10830.22,23,4,1,1,30,45,0,0,0.0,10113,8
2021-02-01 00:00:00,Monthly Hourly Load Values,00:00:00,01:00:00,10522.26,0,0,2,0,30,41,0,0,0.0,10115,8
2021-02-01 01:00:00,Monthly Hourly Load Values,01:00:00,02:00:00,10264.2425,1,0,2,0,20,40,0,0,0.0,10118,8
2021-02-01 02:00:00,Monthly Hourly Load Values,02:00:00,03:00:00,10164.0875,2,0,2,0,20,37,0,0,0.0,10119,8
2021-02-01 03:00:00,Monthly Hourly Load Values,03:00:00,04:00:00,10200.0075,3,0,2,0,20,36,0,0,0.0,10119,8
2021-02-01 04:00:00,Monthly Hourly Load Values,04:00:00,05:00:00,10423.03,4,0,2,0,20,34,0,0,0.0,10120,8
2021-02-01 05:00:00,Monthly Hourly Load Values,05:00:00,06:00:00,10859.14,5,0,2,0,20,33,0,0,0.0,10123,8
2021-02-01 06:00:00,Monthly Hourly Load Values,06:00:00,07:00:00,11475.7125,6,0,2,0,20,32,0,0,0.0,10125,8
2021-02-01 07:00:00,Monthly Hourly Load Values,07:00:00,08:00:00,12180.8275,7,0,2,0,20,32,0,0,0.0,10131,8
2021-02-01 08:00:00,Monthly Hourly Load Values,08:00:00,09:00:00,12820.195,8,0,2,0,20,33,1,4,4.0,10134,8
2021-02-01 09:00:00,Monthly Hourly Load Values,09:00:00,10:00:00,13183.9675,9,0,2,0,30,34,0,0,12.0,10137,8
2021-02-01 10:00:00,Monthly Hourly Load Values,10:00:00,11:00:00,13241.3325,10,0,2,0,20,37,0,0,28.0,10137,8
2021-02-01 11:00:00,Monthly Hourly Load Values,11:00:00,12:00:00,13226.5525,11,0,2,0,30,37,-1,0,17.0,10135,8
2021-02-01 12:00:00,Monthly Hourly Load Values,12:00:00,13:00:00,13242.7675,12,0,2,0,20,37,0,0,18.0,10132,8
2021-02-01 13:00:00,Monthly Hourly Load Values,13:00:00,14:00:00,13419.885,13,0,2,0,10,39,0,0,19.0,10132,8
2021-02-01 14:00:00,Monthly Hourly Load Values,14:00:00,15:00:00,13617.16,14,0,2,0,10,39,0,0,8.0,10136,8
2021-02-01 15:00:00,Monthly Hourly Load Values,15:00:00,16:00:00,14064.735,15,0,2,0,10,39,0,0,1.0,10137,8
2021-02-01 16:00:00,Monthly Hourly Load Values,16:00:00,17:00:00,15104.28,16,0,2,0,20,37,0,0,0.0,10139,8
2021-02-01 17:00:00,Monthly Hourly Load Values,17:00:00,18:00:00,14670.7425,17,0,2,0,20,35,0,0,0.0,10142,8
2021-02-01 18:00:00,Monthly Hourly Load Values,18:00:00,19:00:00,14051.8,18,0,2,0,10,37,0,0,0.0,10145,8
2021-02-01 19:00:00,Monthly Hourly Load Values,19:00:00,20:00:00,13423.85,19,0,2,0,10,38,0,0,0.0,10147,8
2021-02-01 20:00:00,Monthly Hourly Load Values,20:00:00,21:00:00,12739.4975,20,0,2,0,10,38,1,3,0.0,10147,8
2021-02-01 21:00:00,Monthly Hourly Load Values,21:00:00,22:00:00,12159.6725,21,0,2,0,10,36,1,2,0.0,10149,8
2021-02-01 22:00:00,Monthly Hourly Load Values,22:00:00,23:00:00,11653.045,22,0,2,0,10,36,0,0,0.0,10151,8
2021-02-01 23:00:00,Monthly Hourly Load Values,23:00:00,00:00:00,11252.6525,23,0,2,0,10,36,0,0,0.0,10153,8
2021-03-01 00:00:00,Monthly Hourly Load Values,00:00:00,01:00:00,10903.525,0,0,3,0,20,32,0,0,0.0,10153,8
2021-03-01 01:00:00,Monthly Hourly Load Values,01:00:00,02:00:00,10591.7925,1,0,3,0,20,29,0,0,0.0,10154,8
2021-03-01 02:00:00,Monthly Hourly Load Values,02:00:00,03:00:00,10411.22,2,0,3,0,20,31,0,0,0.0,10154,8
2021-03-01 03:00:00,Monthly Hourly Load Values,03:00:00,04:00:00,10403.865,3,0,3,0,20,31,0,0,0.0,10152,8
2021-03-01 04:00:00,Monthly Hourly Load Values,04:00:00,05:00:00,10516.51,4,0,3,0,30,31,0,0,0.0,10154,8
2021-03-01 05:00:00,Monthly Hourly Load Values,05:00:00,06:00:00,10691.9775,5,0,3,0,30,29,0,0,0.0,10156,8
2021-03-01 06:00:00,Monthly Hourly Load Values,06:00:00,07:00:00,11028.58,6,0,3,0,30,29,0,0,0.0,10161,8
2021-03-01 07:00:00,Monthly Hourly Load Values,07:00:00,08:00:00,11696.39,7,0,3,0,20,30,0,0,0.0,10165,8
2021-03-01 08:00:00,Monthly Hourly Load Values,08:00:00,09:00:00,12229.32,8,0,3,0,30,31,0,0,3.0,10170,8
2021-03-01 09:00:00,Monthly Hourly Load Values,09:00:00,10:00:00,12732.8475,9,0,3,0,30,35,0,0,15.0,10175,8
2021-03-01 10:00:00,Monthly Hourly Load Values,10:00:00,11:00:00,12942.83,10,0,3,0,40,35,0,0,12.0,10173,8
2021-03-01 11:00:00,Monthly Hourly Load Values,11:00:00,12:00:00,13104.6925,11,0,3,0,30,35,0,0,12.0,10170,8
2021-03-01 12:00:00,Monthly Hourly Load Values,12:00:00,13:00:00,13140.6825,12,0,3,0,40,39,0,0,20.0,10169,8
2021-03-01 13:00:00,Monthly Hourly Load Values,13:00:00,14:00:00,13226.2525,13,0,3,0,40,39,0,0,18.0,10170,7
2021-03-01 14:00:00,Monthly Hourly Load Values,14:00:00,15:00:00,13456.265,14,0,3,0,50,38,0,0,4.0,10171,8
2021-03-01 15:00:00,Monthly Hourly Load Values,15:00:00,16:00:00,13889.065,15,0,3,0,50,36,0,0,0.0,10174,8
2021-03-01 16:00:00,Monthly Hourly Load Values,16:00:00,17:00:00,14986.9375,16,0,3,0,40,35,0,0,0.0,10174,8
2021-03-01 17:00:00,Monthly Hourly Load Values,17:00:00,18:00:00,14592.3875,17,0,3,0,40,35,0,0,0.0,10175,8
2021-03-01 18:00:00,Monthly Hourly Load Values,18:00:00,19:00:00,14066.4725,18,0,3,0,50,35,0,0,0.0,10176,8
2021-03-01 19:00:00,Monthly Hourly Load Values,19:00:00,20:00:00,13453.14,19,0,3,0,50,33,0,0,0.0,10176,8
2021-03-01 20:00:00,Monthly Hourly Load Values,20:00:00,21:00:00,12783.4375,20,0,3,0,40,32,-1,0,0.0,10176,8
2021-03-01 21:00:00,Monthly Hourly Load Values,21:00:00,22:00:00,12166.03,21,0,3,0,50,30,-1,0,0.0,10175,8
2021-03-01 22:00:00,Monthly Hourly Load Values,22:00:00,23:00:00,11497.7075,22,0,3,0,40,30,1,6,0.0,10173,8
2021-03-01 23:00:00,Monthly Hourly Load Values,23:00:00,00:00:00,11069.8825,23,0,3,0,40,32,-1,0,0.0,10172,8
2021-04-01 00:00:00,Monthly Hourly Load Values,00:00:00,01:00:00,10804.335,0,3,4,0,50,31,1,6,0.0,10169,8
2021-04-01 01:00:00,Monthly Hourly Load Values,01:00:00,02:00:00,10654.005,1,3,4,0,50,29,2,7,0.0,10170,8
2021-04-01 02:00:00,Monthly Hourly Load Values,02:00:00,03:00:00,10641.98,2,3,4,0,50,29,6,10,0.0,10170,8
2021-04-01 03:00:00,Monthly Hourly Load Values,03:00:00,04:00:00,10806.4575,3,3,4,0,50,29,1,7,0.0,10168,8
2021-04-01 04:00:00,Monthly Hourly Load Values,04:00:00,05:00:00,11266.1425,4,3,4,0,50,30,-1,0,0.0,10170,8
2021-04-01 05:00:00,Monthly Hourly Load Values,05:00:00,06:00:00,12490.9925,5,3,4,0,50,30,-1,0,0.0,10173,8
2021-04-01 06:00:00,Monthly Hourly Load Values,06:00:00,07:00:00,14076.885,6,3,4,0,50,31,1,5,0.0,10176,8
2021-04-01 07:00:00,Monthly Hourly Load Values,07:00:00,08:00:00,15687.11,7,3,4,0,50,31,-1,0,0.0,10180,8
2021-04-01 08:00:00,Monthly Hourly Load Values,08:00:00,09:00:00,16210.0075,8,3,4,0,50,34,-1,0,5.0,10185,8
2021-04-01 09:00:00,Monthly Hourly Load Values,09:00:00,10:00:00,16428.675,9,3,4,0,60,35,-1,0,13.0,10187,8
2021-04-01 10:00:00,Monthly Hourly Load Values,10:00:00,11:00:00,16524.935,10,3,4,0,60,32,-1,0,11.0,10187,8
2021-04-01 11:00:00,Monthly Hourly Load Values,11:00:00,12:00:00,16454.015,11,3,4,0,60,31,-1,0,10.0,10184,8
2021-04-01 12:00:00,Monthly Hourly Load Values,12:00:00,13:00:00,16484.5575,12,3,4,0,60,29,0,0,6.0,10179,8
2021-04-01 13:00:00,Monthly Hourly Load Values,13:00:00,14:00:00,16491.455,13,3,4,0,60,29,0,0,5.0,10179,8
2021-04-01 14:00:00,Monthly Hourly Load Values,14:00:00,15:00:00,16456.745,14,3,4,0,50,27,0,0,4.0,10181,8
2021-04-01 15:00:00,Monthly Hourly Load Values,15:00:00,16:00:00,16619.555,15,3,4,0,60,26,0,0,1.0,10180,8
2021-04-01 16:00:00,Monthly Hourly Load Values,16:00:00,17:00:00,17246.2025,16,3,4,0,50,25,0,0,0.0,10181,8
2021-04-01 17:00:00,Monthly Hourly Load Values,17:00:00,18:00:00,16255.725,17,3,4,0,50,24,0,0,0.0,10182,8
2021-04-01 18:00:00,Monthly Hourly Load Values,18:00:00,19:00:00,15669.0875,18,3,4,0,50,25,0,0,0.0,10182,8
2021-04-01 19:00:00,Monthly Hourly Load Values,19:00:00,20:00:00,14857.195,19,3,4,0,50,25,0,0,0.0,10182,8
2021-04-01 20:00:00,Monthly Hourly Load Values,20:00:00,21:00:00,14030.185,20,3,4,0,50,26,0,0,0.0,10180,8
2021-04-01 21:00:00,Monthly Hourly Load Values,21:00:00,22:00:00,13150.7225,21,3,4,0,60,24,0,0,0.0,10178,8
2021-04-01 22:00:00,Monthly Hourly Load Values,22:00:00,23:00:00,12379.3075,22,3,4,0,50,23,0,0,0.0,10178,8
2021-04-01 23:00:00,Monthly Hourly Load Values,23:00:00,00:00:00,11859.875,23,3,4,0,50,23,0,0,0.0,10174,8
2021-05-01 00:00:00,Monthly Hourly Load Values,00:00:00,01:00:00,11526.0,0,5,5,0,50,23,0,0,0.0,10176,8
2021-05-01 01:00:00,Monthly Hourly Load Values,01:00:00,02:00:00,11277.83,1,5,5,0,50,21,-1,0,0.0,10177,8
2021-05-01 02:00:00,Monthly Hourly Load Values,02:00:00,03:00:00,11221.7425,2,5,5,0,50,22,0,0,0.0,10175,8
2021-05-01 03:00:00,Monthly Hourly Load Values,03:00:00,04:00:00,11363.63,3,5,5,0,40,23,0,0,0.0,10173,8
2021-05-01 04:00:00,Monthly Hourly Load Values,04:00:00,05:00:00,11815.4575,4,5,5,0,40,23,0,0,0.0,10172,8
2021-05-01 05:00:00,Monthly Hourly Load Values,05:00:00,06:00:00,12969.7925,5,5,5,0,40,22,0,0,0.0,10176,8
2021-05-01 06:00:00,Monthly Hourly Load Values,06:00:00,07:00:00,14595.9625,6,5,5,0,40,23,-1,0,0.0,10179,8
2021-05-01 07:00:00,Monthly Hourly Load Values,07:00:00,08:00:00,16012.265,7,5,5,0,40,24,1,5,0.0,10182,8
2021-05-01 08:00:00,Monthly Hourly Load Values,08:00:00,09:00:00,16391.3275,8,5,5,0,30,27,-1,0,2.0,10183,8
2021-05-01 09:00:00,Monthly Hourly Load Values,09:00:00,10:00:00,16511.6425,9,5,5,0,40,29,0,0,5.0,10185,8
2021-05-01 10:00:00,Monthly Hourly Load Values,10:00:00,11:00:00,16610.1425,10,5,5,0,40,34,0,0,16.0,10183,8
2021-05-01 11:00:00,Monthly Hourly Load Values,11:00:00,12:00:00,16588.48,11,5,5,0,40,31,0,0,10.0,10179,8
2021-05-01 12:00:00,Monthly Hourly Load Values,12:00:00,13:00:00,16561.985,12,5,5,0,40,31,0,0,8.0,10174,8
2021-05-01 13:00:00,Monthly Hourly Load Values,13:00:00,14:00:00,16536.23,13,5,5,0,40,29,0,0,5.0,10176,8
2021-05-01 14:00:00,Monthly Hourly Load Values,14:00:00,15:00:00,16527.655,14,5,5,0,40,31,0,0,4.0,10178,8
2021-05-01 15:00:00,Monthly Hourly Load Values,15:00:00,16:00:00,16625.285,15,5,5,0,40,32,-1,0,0.0,10178,8
2021-05-01 16:00:00,Monthly Hourly Load Values,16:00:00,17:00:00,17192.595,16,5,5,0,40,33,0,0,0.0,10179,8
2021-05-01 17:00:00,Monthly Hourly Load Values,17:00:00,18:00:00,16246.975,17,5,5,0,40,33,-1,0,0.0,10182,8
2021-05-01 18:00:00,Monthly Hourly Load Values,18:00:00,19:00:00,15629.8975,18,5,5,0,40,35,0,0,0.0,10183,8
2021-05-01 19:00:00,Monthly Hourly Load Values,19:00:00,20:00:00,14824.91,19,5,5,0,40,36,0,0,0.0,10185,8
2021-05-01 20:00:00,Monthly Hourly Load Values,20:00:00,21:00:00,14021.675,20,5,5,0,40,35,0,0,0.0,10185,8
2021-05-01 21:00:00,Monthly Hourly Load Values,21:00:00,22:00:00,13144.68,21,5,5,0,30,35,0,0,0.0,10185,8
2021-05-01 22:00:00,Monthly Hourly Load Values,22:00:00,23:00:00,12424.7025,22,5,5,0,40,34,0,0,0.0,10184,8
2021-05-01 23:00:00,Monthly Hourly Load Values,23:00:00,00:00:00,11863.8375,23,5,5,0,50,32,-1,0,0.0,10183,8
2021-06-01 00:00:00,Monthly Hourly Load Values,00:00:00,01:00:00,11504.73,0,1,6,0,40,30,1,6,0.0,10180,8
2021-06-01 01:00:00,Monthly Hourly Load Values,01:00:00,02:00:00,11240.99,1,1,6,0,40,29,-1,0,0.0,10180,8
2021-06-01 02:00:00,Monthly Hourly Load Values,02:00:00,03:00:00,11161.955,2,1,6,0,50,24,0,0,0.0,10179,8
2021-06-01 03:00:00,Monthly Hourly Load Values,03:00:00,04:00:00,11270.4225,3,1,6,0,50,23,0,0,0.0,10177,8
2021-06-01 04:00:00,Monthly Hourly Load Values,04:00:00,05:00:00,11819.325,4,1,6,0,40,22,0,0,0.0,10176,8
2021-06-01 05:00:00,Monthly Hourly Load Values,05:00:00,06:00:00,13036.4125,5,1,6,0,40,20,0,0,0.0,10175,8
2021-06-01 06:00:00,Monthly Hourly Load Values,06:00:00,07:00:00,14544.36,6,1,6,0,40,20,0,0,0.0,10178,8
2021-06-01 07:00:00,Monthly Hourly Load Values,07:00:00,08:00:00,15941.3125,7,1,6,0,30,20,0,0,0.0,10180,8
2021-06-01 08:00:00,Monthly Hourly Load Values,08:00:00,09:00:00,16509.445,8,1,6,0,30,22,0,0,5.0,10181,8
2021-06-01 09:00:00,Monthly Hourly Load Values,09:00:00,10:00:00,16534.525,9,1,6,0,30,25,0,0,15.0,10180,8
2021-06-01 10:00:00,Monthly Hourly Load Values,10:00:00,11:00:00,16444.9125,10,1,6,0,20,26,0,0,19.0,10176,8
2021-06-01 11:00:00,Monthly Hourly Load Values,11:00:00,12:00:00,16373.435,11,1,6,0,20,30,0,0,30.0,10170,8
2021-06-01 12:00:00,Monthly Hourly Load Values,12:00:00,13:00:00,16263.9625,12,1,6,0,20,31,0,0,18.0,10163,8
2021-06-01 13:00:00,Monthly Hourly Load Values,13:00:00,14:00:00,16218.29,13,1,6,0,20,31,0,0,15.0,10163,8
2021-06-01 14:00:00,Monthly Hourly Load Values,14:00:00,15:00:00,16331.02,14,1,6,0,20,29,0,0,8.0,10160,8
2021-06-01 15:00:00,Monthly Hourly Load Values,15:00:00,16:00:00,16540.0,15,1,6,0,20,27,0,0,1.0,10161,8
2021-06-01 16:00:00,Monthly Hourly Load Values,16:00:00,17:00:00,17225.87,16,1,6,0,10,23,0,0,0.0,10158,8
2021-06-01 17:00:00,Monthly Hourly Load Values,17:00:00,18:00:00,16386.1125,17,1,6,0,10,23,0,0,0.0,10157,8
2021-06-01 18:00:00,Monthly Hourly Load Values,18:00:00,19:00:00,15713.61,18,1,6,0,10,23,0,0,0.0,10156,8
2021-06-01 19:00:00,Monthly Hourly Load Values,19:00:00,20:00:00,14947.8975,19,1,6,0,10,21,0,0,0.0,10155,8
2021-06-01 20:00:00,Monthly Hourly Load Values,20:00:00,21:00:00,14158.8225,20,1,6,0,20,22,0,0,0.0,10151,8
2021-06-01 21:00:00,Monthly Hourly Load Values,21:00:00,22:00:00,13339.9325,21,1,6,0,20,22,-1,0,0.0,10150,8
2021-06-01 22:00:00,Monthly Hourly Load Values,22:00:00,23:00:00,12658.8975,22,1,6,0,20,15,-1,0,0.0,10148,8
2021-06-01 23:00:00,Monthly Hourly Load Values,23:00:00,00:00:00,12078.8625,23,1,6,0,10,13,-1,0,0.0,10144,8
2021-07-01 00:00:00,Monthly Hourly Load Values,00:00:00,01:00:00,11767.9,0,3,7,0,10,15,-1,0,0.0,10141,8
2021-07-01 01:00:00,Monthly Hourly Load Values,01:00:00,02:00:00,11531.215,1,3,7,0,20,13,-1,0,0.0,10139,8
2021-07-01 02:00:00,Monthly Hourly Load Values,02:00:00,03:00:00,11423.7175,2,3,7,0,20,14,-1,0,0.0,10136,8
2021-07-01 03:00:00,Monthly Hourly Load Values,03:00:00,04:00:00,11500.18,3,3,7,0,20,14,-1,0,0.0,10132,8
2021-07-01 04:00:00,Monthly Hourly Load Values,04:00:00,05:00:00,11920.6975,4,3,7,0,20,16,-1,0,0.0,10129,8
2021-07-01 05:00:00,Monthly Hourly Load Values,05:00:00,06:00:00,13085.52,5,3,7,0,20,18,1,10,0.0,10126,8
2021-07-01 06:00:00,Monthly Hourly Load Values,06:00:00,07:00:00,14741.785,6,3,7,0,20,20,1,10,0.0,10126,8
2021-07-01 07:00:00,Monthly Hourly Load Values,07:00:00,08:00:00,16179.325,7,3,7,0,20,19,-1,0,0.0,10128,8
2021-07-01 08:00:00,Monthly Hourly Load Values,08:00:00,09:00:00,16556.785,8,3,7,0,20,24,1,7,11.0,10130,8
2021-07-01 09:00:00,Monthly Hourly Load Values,09:00:00,10:00:00,16439.925,9,3,7,0,20,27,4,10,14.0,10130,8
2021-07-01 10:00:00,Monthly Hourly Load Values,10:00:00,11:00:00,16270.385,10,3,7,0,30,31,4,7,23.0,10127,8
2021-07-01 11:00:00,Monthly Hourly Load Values,11:00:00,12:00:00,16173.795,11,3,7,0,20,37,-1,0,39.0,10121,8
2021-07-01 12:00:00,Monthly Hourly Load Values,12:00:00,13:00:00,16163.2175,12,3,7,0,30,40,2,3,21.0,10116,8
2021-07-01 13:00:00,Monthly Hourly Load Values,13:00:00,14:00:00,16105.2925,13,3,7,0,30,28,20,10,9.0,10116,8
2021-07-01 14:00:00,Monthly Hourly Load Values,14:00:00,15:00:00,16144.58,14,3,7,0,30,37,6,10,5.0,10115,8
2021-07-01 15:00:00,Monthly Hourly Load Values,15:00:00,16:00:00,16398.545,15,3,7,0,40,35,5,10,1.0,10117,8
2021-07-01 16:00:00,Monthly Hourly Load Values,16:00:00,17:00:00,17113.935,16,3,7,0,30,33,3,10,0.0,10117,8
2021-07-01 17:00:00,Monthly Hourly Load Values,17:00:00,18:00:00,16269.14,17,3,7,0,20,32,3,10,0.0,10115,8
2021-07-01 18:00:00,Monthly Hourly Load Values,18:00:00,19:00:00,15619.59,18,3,7,0,30,34,8,10,0.0,10118,8
2021-07-01 19:00:00,Monthly Hourly Load Values,19:00:00,20:00:00,14906.685,19,3,7,0,20,29,11,10,0.0,10117,8
2021-07-01 20:00:00,Monthly Hourly Load Values,20:00:00,21:00:00,14140.4575,20,3,7,0,20,26,5,10,0.0,10118,8
2021-07-01 21:00:00,Monthly Hourly Load Values,21:00:00,22:00:00,13254.5675,21,3,7,0,20,26,3,10,0.0,10118,8
2021-07-01 22:00:00,Monthly Hourly Load Values,22:00:00,23:00:00,12577.04,22,3,7,0,20,26,1,6,0.0,10118,8
2021-07-01 23:00:00,Monthly Hourly Load Values,23:00:00,00:00:00,12034.1975,23,3,7,0,10,26,1,9,0.0,10119,8
2021-08-01 00:00:00,Monthly Hourly Load Values,00:00:00,01:00:00,11675.5725,0,6,8,0,10,25,1,6,0.0,10119,8
2021-08-01 01:00:00,Monthly Hourly Load Values,01:00:00,02:00:00,11435.0775,1,6,8,0,10,25,-1,0,0.0,10122,8
2021-08-01 02:00:00,Monthly Hourly Load Values,02:00:00,03:00:00,11376.4575,2,6,8,0,10,27,1,10,0.0,10124,8
2021-08-01 03:00:00,Monthly Hourly Load Values,03:00:00,04:00:00,11475.79,3,6,8,0,10,26,-1,0,0.0,10125,8
2021-08-01 04:00:00,Monthly Hourly Load Values,04:00:00,05:00:00,11895.7,4,6,8,0,10,24,2,10,0.0,10126,8
2021-08-01 05:00:00,Monthly Hourly Load Values,05:00:00,06:00:00,13008.2325,5,6,8,0,10,13,-1,0,0.0,10130,8
2021-08-01 06:00:00,Monthly Hourly Load Values,06:00:00,07:00:00,14584.2825,6,6,8,0,10,11,-1,0,0.0,10135,8
2021-08-01 07:00:00,Monthly Hourly Load Values,07:00:00,08:00:00,16050.01,7,6,8,0,10,13,-1,0,0.0,10142,8
2021-08-01 08:00:00,Monthly Hourly Load Values,08:00:00,09:00:00,16449.7325,8,6,8,0,10,20,-1,0,9.0,10150,8
2021-08-01 09:00:00,Monthly Hourly Load Values,09:00:00,10:00:00,16173.25,9,6,8,0,10,29,-1,0,39.0,10156,8
2021-08-01 10:00:00,Monthly Hourly Load Values,10:00:00,11:00:00,15795.1725,10,6,8,0,20,33,0,0,48.0,10159,8
2021-08-01 11:00:00,Monthly Hourly Load Values,11:00:00,12:00:00,15596.97,11,6,8,0,30,35,0,0,41.0,10161,8
2021-08-01 12:00:00,Monthly Hourly Load Values,12:00:00,13:00:00,15433.735,12,6,8,0,20,39,0,0,38.0,10163,8
2021-08-01 13:00:00,Monthly Hourly Load Values,13:00:00,14:00:00,15356.665,13,6,8,0,20,43,0,0,67.0,10165,8
2021-08-01 14:00:00,Monthly Hourly Load Values,14:00:00,15:00:00,15508.5325,14,6,8,0,20,31,0,0,23.0,10172,1
2021-08-01 15:00:00,Monthly Hourly Load Values,15:00:00,16:00:00,15913.025,15,6,8,0,10,10,0,0,5.0,10179,0
2021-08-01 16:00:00,Monthly Hourly Load Values,16:00:00,17:00:00,16886.6075,16,6,8,0,10,-2,0,0,0.0,10184,0
2021-08-01 17:00:00,Monthly Hourly Load Values,17:00:00,18:00:00,16175.17,17,6,8,0,10,-12,0,0,0.0,10191,4
2021-08-01 18:00:00,Monthly Hourly Load Values,18:00:00,19:00:00,15451.3275,18,6,8,0,10,-20,0,0,0.0,10198,1
2021-08-01 19:00:00,Monthly Hourly Load Values,19:00:00,20:00:00,14685.7125,19,6,8,0,10,-14,0,0,0.0,10202,6
2021-08-01 20:00:00,Monthly Hourly Load Values,20:00:00,21:00:00,13945.015,20,6,8,0,10,-18,0,0,0.0,10208,4
2021-08-01 21:00:00,Monthly Hourly Load Values,21:00:00,22:00:00,13165.675,21,6,8,0,10,-20,0,0,0.0,10210,8
2021-08-01 22:00:00,Monthly Hourly Load Values,22:00:00,23:00:00,12573.235,22,6,8,0,10,-25,0,0,0.0,10211,3
2021-08-01 23:00:00,Monthly Hourly Load Values,23:00:00,00:00:00,12030.8125,23,6,8,0,10,-28,0,0,0.0,10213,2
2021-09-01 00:00:00,Monthly Hourly Load Values,00:00:00,01:00:00,11641.8225,0,2,9,0,10,-30,0,0,0.0,10215,1
2021-09-01 01:00:00,Monthly Hourly Load Values,01:00:00,02:00:00,11345.6875,1,2,9,0,10,-34,0,0,0.0,10221,2
2021-09-01 02:00:00,Monthly Hourly Load Values,02:00:00,03:00:00,11173.5175,2,2,9,0,10,-27,0,0,0.0,10222,3
2021-09-01 03:00:00,Monthly Hourly Load Values,03:00:00,04:00:00,11086.08,3,2,9,0,10,-33,0,0,0.0,10224,0
2021-09-01 04:00:00,Monthly Hourly Load Values,04:00:00,05:00:00,11250.5025,4,2,9,0,10,-39,0,0,0.0,10226,0
2021-09-01 05:00:00,Monthly Hourly Load Values,05:00:00,06:00:00,11678.705,5,2,9,0,10,-42,0,0,0.0,10230,0
2021-09-01 06:00:00,Monthly Hourly Load Values,06:00:00,07:00:00,12357.1075,6,2,9,0,10,-44,0,0,0.0,10232,0
2021-09-01 07:00:00,Monthly Hourly Load Values,07:00:00,08:00:00,13151.035,7,2,9,0,10,-42,0,0,1.0,10237,1
2021-09-01 08:00:00,Monthly Hourly Load Values,08:00:00,09:00:00,13621.41,8,2,9,0,10,-15,0,0,23.0,10244,7
2021-09-01 09:00:00,Monthly Hourly Load Values,09:00:00,10:00:00,13517.3325,9,2,9,0,10,3,0,0,33.0,10246,8
