DateUTC,MeasureItem,DateShort,TimeFrom,TimeTo,CountryCode,Cov_ratio,Value,Value_ScaleTo100,UpdateDate,CreateDate,Hour,DayofWeek,Month,isHoliday?
2021-01-01 00:00:00,Monthly Hourly Load Values,01/01/2021,00:00:00,01:00:00,NL,100,11313.1375,11313.1375,12/04/2023 11:44,,0,4,1,1
2021-01-01 01:00:00,Monthly Hourly Load Values,01/01/2021,01:00:00,02:00:00,NL,100,10925.1475,10925.1475,12/04/2023 11:44,,1,4,1,1
2021-01-01 02:00:00,Monthly Hourly Load Values,01/01/2021,02:00:00,03:00:00,NL,100,10576.82,10576.82,12/04/2023 11:44,,2,4,1,1
2021-01-01 03:00:00,Monthly Hourly Load Values,01/01/2021,03:00:00,04:00:00,NL,100,10371.1225,10371.1225,12/04/2023 11:44,,3,4,1,1
2021-01-01 04:00:00,Monthly Hourly Load Values,01/01/2021,04:00:00,05:00:00,NL,100,10420.2075,10420.2075,12/04/2023 11:44,,4,4,1,1
2021-01-01 05:00:00,Monthly Hourly Load Values,01/01/2021,05:00:00,06:00:00,NL,100,10591.395,10591.395,12/04/2023 11:44,,5,4,1,1
2021-01-01 06:00:00,Monthly Hourly Load Values,01/01/2021,06:00:00,07:00:00,NL,100,10817.5475,10817.5475,12/04/2023 11:44,,6,4,1,1
2021-01-01 07:00:00,Monthly Hourly Load Values,01/01/2021,07:00:00,08:00:00,NL,100,11160.6375,11160.6375,12/04/2023 11:44,,7,4,1,1
2021-01-01 08:00:00,Monthly Hourly Load Values,01/01/2021,08:00:00,09:00:00,NL,100,11465.86,11465.86,12/04/2023 11:44,,8,4,1,1
2021-01-01 09:00:00,Monthly Hourly Load Values,01/01/2021,09:00:00,10:00:00,NL,100,11624.55,11624.55,12/04/2023 11:44,,9,4,1,1
2021-01-01 10:00:00,Monthly Hourly Load Values,01/01/2021,10:00:00,11:00:00,NL,100,11591.67,11591.67,12/04/2023 11:44,,10,4,1,1
2021-01-01 11:00:00,Monthly Hourly Load Values,01/01/2021,11:00:00,12:00:00,NL,100,11653.475,11653.475,12/04/2023 11:44,,11,4,1,1
2021-01-01 12:00:00,Monthly Hourly Load Values,01/01/2021,12:00:00,13:00:00,NL,100,11789.6375,11789.6375,12/04/2023 11:44,,12,4,1,1
2021-01-01 13:00:00,Monthly Hourly Load Values,01/01/2021,13:00:00,14:00:00,NL,100,11993.5025,11993.5025,12/04/2023 11:44,,13,4,1,1
2021-01-01 14:00:00,Monthly Hourly Load Values,01/01/2021,14:00:00,15:00:00,NL,100,12445.63,12445.63,12/04/2023 11:44,,14,4,1,1
2021-01-01 15:00:00,Monthly Hourly Load Values,01/01/2021,15:00:00,16:00:00,NL,100,13056.19,13056.19,12/04/2023 11:44,,15,4,1,1
2021-01-01 16:00:00,Monthly Hourly Load Values,01/01/2021,16:00:00,17:00:00,NL,100,14137.975,14137.975,12/04/2023 11:44,,16,4,1,1
2021-01-01 17:00:00,Monthly Hourly Load Values,01/01/2021,17:00:00,18:00:00,NL,100,13839.505,13839.505,12/04/2023 11:44,,17,4,1,1
2021-01-01 18:00:00,Monthly Hourly Load Values,01/01/2021,18:00:00,19:00:00,NL,100,13397.6425,13397.6425,12/04/2023 11:44,,18,4,1,1
2021-01-01 19:00:00,Monthly Hourly Load Values,01/01/2021,19:00:00,20:00:00,NL,100,12887.275,12887.275,12/04/2023 11:44,,19,4,1,1
2021-01-01 20:00:00,Monthly Hourly Load Values,01/01/2021,20:00:00,21:00:00,NL,100,12307.1475,12307.1475,12/04/2023 11:44,,20,4,1,1
2021-01-01 21:00:00,Monthly Hourly Load Values,01/01/2021,21:00:00,22:00:00,NL,100,11779.5925,11779.5925,12/04/2023 11:44,,21,4,1,1
2021-01-01 22:00:00,Monthly Hourly Load Values,01/01/2021,22:00:00,23:00:00,NL,100,11229.76,11229.76,12/04/2023 11:44,,22,4,1,1
2021-01-01 23:00:00,Monthly Hourly Load Values,01/01/2021,23:00:00,00:00:00,NL,100,10830.22,10830.22,12/04/2023 11:44,,23,4,1,1
2021-02-01 00:00:00,Monthly Hourly Load Values,02/01/2021,00:00:00,01:00:00,NL,100,10522.26,10522.26,12/04/2023 11:44,,0,0,2,0
2021-02-01 01:00:00,Monthly Hourly Load Values,02/01/2021,01:00:00,02:00:00,NL,100,10264.2425,10264.2425,12/04/2023 11:44,,1,0,2,0
2021-02-01 02:00:00,Monthly Hourly Load Values,02/01/2021,02:00:00,03:00:00,NL,100,10164.0875,10164.0875,12/04/2023 11:44,,2,0,2,0
2021-02-01 03:00:00,Monthly Hourly Load Values,02/01/2021,03:00:00,04:00:00,NL,100,10200.0075,10200.0075,12/04/2023 11:44,,3,0,2,0
2021-02-01 04:00:00,Monthly Hourly Load Values,02/01/2021,04:00:00,05:00:00,NL,100,10423.03,10423.03,12/04/2023 11:44,,4,0,2,0
2021-02-01 05:00:00,Monthly Hourly Load Values,02/01/2021,05:00:00,06:00:00,NL,100,10859.14,10859.14,12/04/2023 11:44,,5,0,2,0
2021-02-01 06:00:00,Monthly Hourly Load Values,02/01/2021,06:00:00,07:00:00,NL,100,11475.7125,11475.7125,12/04/2023 11:44,,6,0,2,0
2021-02-01 07:00:00,Monthly Hourly Load Values,02/01/2021,07:00:00,08:00:00,NL,100,12180.8275,12180.8275,12/04/2023 11:44,,7,0,2,0
2021-02-01 08:00:00,Monthly Hourly Load Values,02/01/2021,08:00:00,09:00:00,NL,100,12820.195,12820.195,12/04/2023 11:44,,8,0,2,0
2021-02-01 09:00:00,Monthly Hourly Load Values,02/01/2021,09:00:00,10:00:00,NL,100,13183.9675,13183.9675,12/04/2023 11:44,,9,0,2,0
2021-02-01 10:00:00,Monthly Hourly Load Values,02/01/2021,10:00:00,11:00:00,NL,100,13241.3325,13241.3325,12/04/2023 11:44,,10,0,2,0
2021-02-01 11:00:00,Monthly Hourly Load Values,02/01/2021,11:00:00,12:00:00,NL,100,13226.5525,13226.5525,12/04/2023 11:44,,11,0,2,0
2021-02-01 12:00:00,Monthly Hourly Load Values,02/01/2021,12:00:00,13:00:00,NL,100,13242.7675,13242.7675,12/04/2023 11:44,,12,0,2,0
2021-02-01 13:00:00,Monthly Hourly Load Values,02/01/2021,13:00:00,14:00:00,NL,100,13419.885,13419.885,12/04/2023 11:44,,13,0,2,0
2021-02-01 14:00:00,Monthly Hourly Load Values,02/01/2021,14:00:00,15:00:00,NL,100,13617.16,13617.16,12/04/2023 11:44,,14,0,2,0
2021-02-01 15:00:00,Monthly Hourly Load Values,02/01/2021,15:00:00,16:00:00,NL,100,14064.735,14064.735,12/04/2023 11:44,,15,0,2,0
2021-02-01 16:00:00,Monthly Hourly Load Values,02/01/2021,16:00:00,17:00:00,NL,100,15104.28,15104.28,12/04/2023 11:44,,16,0,2,0
2021-02-01 17:00:00,Monthly Hourly Load Values,02/01/2021,17:00:00,18:00:00,NL,100,14670.7425,14670.7425,12/04/2023 11:44,,17,0,2,0
2021-02-01 18:00:00,Monthly Hourly Load Values,02/01/2021,18:00:00,19:00:00,NL,100,14051.8,14051.8,12/04/2023 11:44,,18,0,2,0
2021-02-01 19:00:00,Monthly Hourly Load Values,02/01/2021,19:00:00,20:00:00,NL,100,13423.85,13423.85,12/04/2023 11:44,,19,0,2,0
2021-02-01 20:00:00,Monthly Hourly Load Values,02/01/2021,20:00:00,21:00:00,NL,100,12739.4975,12739.4975,12/04/2023 11:44,,20,0,2,0
2021-02-01 21:00:00,Monthly Hourly Load Values,02/01/2021,21:00:00,22:00:00,NL,100,12159.6725,12159.6725,12/04/2023 11:44,,21,0,2,0
2021-02-01 22:00:00,Monthly Hourly Load Values,02/01/2021,22:00:00,23:00:00,NL,100,11653.045,11653.045,12/04/2023 11:44,,22,0,2,0
2021-02-01 23:00:00,Monthly Hourly Load Values,02/01/2021,23:00:00,00:00:00,NL,100,11252.6525,11252.6525,12/04/2023 11:44,,23,0,2,0
2021-03-01 00:00:00,Monthly Hourly Load Values,03/01/2021,00:00:00,01:00:00,NL,100,10903.525,10903.525,12/04/2023 11:44,,0,0,3,0
2021-03-01 01:00:00,Monthly Hourly Load Values,03/01/2021,01:00:00,02:00:00,NL,100,10591.7925,10591.7925,12/04/2023 11:44,,1,0,3,0
2021-03-01 02:00:00,Monthly Hourly Load Values,03/01/2021,02:00:00,03:00:00,NL,100,10411.22,10411.22,12/04/2023 11:44,,2,0,3,0
2021-03-01 03:00:00,Monthly Hourly Load Values,03/01/2021,03:00:00,04:00:00,NL,100,10403.865,10403.865,12/04/2023 11:44,,3,0,3,0
2021-03-01 04:00:00,Monthly Hourly Load Values,03/01/2021,04:00:00,05:00:00,NL,100,10516.51,10516.51,12/04/2023 11:44,,4,0,3,0
2021-03-01 05:00:00,Monthly Hourly Load Values,03/01/2021,05:00:00,06:00:00,NL,100,10691.9775,10691.9775,12/04/2023 11:44,,5,0,3,0
2021-03-01 06:00:00,Monthly Hourly Load Values,03/01/2021,06:00:00,07:00:00,NL,100,11028.58,11028.58,12/04/2023 11:44,,6,0,3,0
2021-03-01 07:00:00,Monthly Hourly Load Values,03/01/2021,07:00:00,08:00:00,NL,100,11696.39,11696.39,12/04/2023 11:44,,7,0,3,0
2021-03-01 08:00:00,Monthly Hourly Load Values,03/01/2021,08:00:00,09:00:00,NL,100,12229.32,12229.32,12/04/2023 11:44,,8,0,3,0
2021-03-01 09:00:00,Monthly Hourly Load Values,03/01/2021,09:00:00,10:00:00,NL,100,12732.8475,12732.8475,12/04/2023 11:44,,9,0,3,0
2021-03-01 10:00:00,Monthly Hourly Load Values,03/01/2021,10:00:00,11:00:00,NL,100,12942.83,12942.83,12/04/2023 11:44,,10,0,3,0
2021-03-01 11:00:00,Monthly Hourly Load Values,03/01/2021,11:00:00,12:00:00,NL,100,13104.6925,13104.6925,12/04/2023 11:44,,11,0,3,0
2021-03-01 12:00:00,Monthly Hourly Load Values,03/01/2021,12:00:00,13:00:00,NL,100,13140.6825,13140.6825,12/04/2023 11:44,,12,0,3,0
2021-03-01 13:00:00,Monthly Hourly Load Values,03/01/2021,13:00:00,14:00:00,NL,100,13226.2525,13226.2525,12/04/2023 11:44,,13,0,3,0
2021-03-01 14:00:00,Monthly Hourly Load Values,03/01/2021,14:00:00,15:00:00,NL,100,13456.265,13456.265,12/04/2023 11:44,,14,0,3,0
2021-03-01 15:00:00,Monthly Hourly Load Values,03/01/2021,15:00:00,16:00:00,NL,100,13889.065,13889.065,12/04/2023 11:44,,15,0,3,0
2021-03-01 16:00:00,Monthly Hourly Load Values,03/01/2021,16:00:00,17:00:00,NL,100,14986.9375,14986.9375,12/04/2023 11:44,,16,0,3,0
2021-03-01 17:00:00,Monthly Hourly Load Values,03/01/2021,17:00:00,18:00:00,NL,100,14592.3875,14592.3875,12/04/2023 11:44,,17,0,3,0
2021-03-01 18:00:00,Monthly Hourly Load Values,03/01/2021,18:00:00,19:00:00,NL,100,14066.4725,14066.4725,12/04/2023 11:44,,18,0,3,0
2021-03-01 19:00:00,Monthly Hourly Load Values,03/01/2021,19:00:00,20:00:00,NL,100,13453.14,13453.14,12/04/2023 11:44,,19,0,3,0
2021-03-01 20:00:00,Monthly Hourly Load Values,03/01/2021,20:00:00,21:00:00,NL,100,12783.4375,12783.4375,12/04/2023 11:44,,20,0,3,0
2021-03-01 21:00:00,Monthly Hourly Load Values,03/01/2021,21:00:00,22:00:00,NL,100,12166.03,12166.03,12/04/2023 11:44,,21,0,3,0
2021-03-01 22:00:00,Monthly Hourly Load Values,03/01/2021,22:00:00,23:00:00,NL,100,11497.7075,11497.7075,12/04/2023 11:44,,22,0,3,0
2021-03-01 23:00:00,Monthly Hourly Load Values,03/01/2021,23:00:00,00:00:00,NL,100,11069.8825,11069.8825,12/04/2023 11:44,,23,0,3,0
2021-04-01 00:00:00,Monthly Hourly Load Values,04/01/2021,00:00:00,01:00:00,NL,100,10804.335,10804.335,12/04/2023 11:44,,0,3,4,0
2021-04-01 01:00:00,Monthly Hourly Load Values,04/01/2021,01:00:00,02:00:00,NL,100,10654.005,10654.005,12/04/2023 11:44,,1,3,4,0
2021-04-01 02:00:00,Monthly Hourly Load Values,04/01/2021,02:00:00,03:00:00,NL,100,10641.98,10641.98,12/04/2023 11:44,,2,3,4,0
2021-04-01 03:00:00,Monthly Hourly Load Values,04/01/2021,03:00:00,04:00:00,NL,100,10806.4575,10806.4575,12/04/2023 11:44,,3,3,4,0
2021-04-01 04:00:00,Monthly Hourly Load Values,04/01/2021,04:00:00,05:00:00,NL,100,11266.1425,11266.1425,12/04/2023 11:44,,4,3,4,0
2021-04-01 05:00:00,Monthly Hourly Load Values,04/01/2021,05:00:00,06:00:00,NL,100,12490.9925,12490.9925,12/04/2023 11:44,,5,3,4,0
2021-04-01 06:00:00,Monthly Hourly Load Values,04/01/2021,06:00:00,07:00:00,NL,100,14076.885,14076.885,12/04/2023 11:44,,6,3,4,0
2021-04-01 07:00:00,Monthly Hourly Load Values,04/01/2021,07:00:00,08:00:00,NL,100,15687.11,15687.11,12/04/2023 11:44,,7,3,4,0
2021-04-01 08:00:00,Monthly Hourly Load Values,04/01/2021,08:00:00,09:00:00,NL,100,16210.0075,16210.0075,12/04/2023 11:44,,8,3,4,0
2021-04-01 09:00:00,Monthly Hourly Load Values,04/01/2021,09:00:00,10:00:00,NL,100,16428.675,16428.675,12/04/2023 11:44,,9,3,4,0
2021-04-01 10:00:00,Monthly Hourly Load Values,04/01/2021,10:00:00,11:00:00,NL,100,16524.935,16524.935,12/04/2023 11:44,,10,3,4,0
2021-04-01 11:00:00,Monthly Hourly Load Values,04/01/2021,11:00:00,12:00:00,NL,100,16454.015,16454.015,12/04/2023 11:44,,11,3,4,0
2021-04-01 12:00:00,Monthly Hourly Load Values,04/01/2021,12:00:00,13:00:00,NL,100,16484.5575,16484.5575,12/04/2023 11:44,,12,3,4,0
2021-04-01 13:00:00,Monthly Hourly Load Values,04/01/2021,13:00:00,14:00:00,NL,100,16491.455,16491.455,12/04/2023 11:44,,13,3,4,0
2021-04-01 14:00:00,Monthly Hourly Load Values,04/01/2021,14:00:00,15:00:00,NL,100,16456.745,16456.745,12/04/2023 11:44,,14,3,4,0
2021-04-01 15:00:00,Monthly Hourly Load Values,04/01/2021,15:00:00,16:00:00,NL,100,16619.555,16619.555,12/04/2023 11:44,,15,3,4,0
2021-04-01 16:00:00,Monthly Hourly Load Values,04/01/2021,16:00:00,17:00:00,NL,100,17246.2025,17246.2025,12/04/2023 11:44,,16,3,4,0
2021-04-01 17:00:00,Monthly Hourly Load Values,04/01/2021,17:00:00,18:00:00,NL,100,16255.725,16255.725,12/04/2023 11:44,,17,3,4,0
2021-04-01 18:00:00,Monthly Hourly Load Values,04/01/2021,18:00:00,19:00:00,NL,100,15669.0875,15669.0875,12/04/2023 11:44,,18,3,4,0
2021-04-01 19:00:00,Monthly Hourly Load Values,04/01/2021,19:00:00,20:00:00,NL,100,14857.195,14857.195,12/04/2023 11:44,,19,3,4,0
2021-04-01 20:00:00,Monthly Hourly Load Values,04/01/2021,20:00:00,21:00:00,NL,100,14030.185,14030.185,12/04/2023 11:44,,20,3,4,0
2021-04-01 21:00:00,Monthly Hourly Load Values,04/01/2021,21:00:00,22:00:00,NL,100,13150.7225,13150.7225,12/04/2023 11:44,,21,3,4,0
2021-04-01 22:00:00,Monthly Hourly Load Values,04/01/2021,22:00:00,23:00:00,NL,100,12379.3075,12379.3075,12/04/2023 11:44,,22,3,4,0
2021-04-01 23:00:00,Monthly Hourly Load Values,04/01/2021,23:00:00,00:00:00,NL,100,11859.875,11859.875,12/04/2023 11:44,,23,3,4,0
2021-05-01 00:00:00,Monthly Hourly Load Values,05/01/2021,00:00:00,01:00:00,NL,100,11526.0,11526.0,12/04/2023 11:44,,0,5,5,0
2021-05-01 01:00:00,Monthly Hourly Load Values,05/01/2021,01:00:00,02:00:00,NL,100,11277.83,11277.83,12/04/2023 11:44,,1,5,5,0
2021-05-01 02:00:00,Monthly Hourly Load Values,05/01/2021,02:00:00,03:00:00,NL,100,11221.7425,11221.7425,12/04/2023 11:44,,2,5,5,0
2021-05-01 03:00:00,Monthly Hourly Load Values,05/01/2021,03:00:00,04:00:00,NL,100,11363.63,11363.63,12/04/2023 11:44,,3,5,5,0
2021-05-01 04:00:00,Monthly Hourly Load Values,05/01/2021,04:00:00,05:00:00,NL,100,11815.4575,11815.4575,12/04/2023 11:44,,4,5,5,0
2021-05-01 05:00:00,Monthly Hourly Load Values,05/01/2021,05:00:00,06:00:00,NL,100,12969.7925,12969.7925,12/04/2023 11:44,,5,5,5,0
2021-05-01 06:00:00,Monthly Hourly Load Values,05/01/2021,06:00:00,07:00:00,NL,100,14595.9625,14595.9625,12/04/2023 11:44,,6,5,5,0
2021-05-01 07:00:00,Monthly Hourly Load Values,05/01/2021,07:00:00,08:00:00,NL,100,16012.265,16012.265,12/04/2023 11:44,,7,5,5,0
2021-05-01 08:00:00,Monthly Hourly Load Values,05/01/2021,08:00:00,09:00:00,NL,100,16391.3275,16391.3275,12/04/2023 11:44,,8,5,5,0
2021-05-01 09:00:00,Monthly Hourly Load Values,05/01/2021,09:00:00,10:00:00,NL,100,16511.6425,16511.6425,12/04/2023 11:44,,9,5,5,0
2021-05-01 10:00:00,Monthly Hourly Load Values,05/01/2021,10:00:00,11:00:00,NL,100,16610.1425,16610.1425,12/04/2023 11:44,,10,5,5,0
2021-05-01 11:00:00,Monthly Hourly Load Values,05/01/2021,11:00:00,12:00:00,NL,100,16588.48,16588.48,12/04/2023 11:44,,11,5,5,0
2021-05-01 12:00:00,Monthly Hourly Load Values,05/01/2021,12:00:00,13:00:00,NL,100,16561.985,16561.985,12/04/2023 11:44,,12,5,5,0
2021-05-01 13:00:00,Monthly Hourly Load Values,05/01/2021,13:00:00,14:00:00,NL,100,16536.23,16536.23,12/04/2023 11:44,,13,5,5,0
2021-05-01 14:00:00,Monthly Hourly Load Values,05/01/2021,14:00:00,15:00:00,NL,100,16527.655,16527.655,12/04/2023 11:44,,14,5,5,0
2021-05-01 15:00:00,Monthly Hourly Load Values,05/01/2021,15:00:00,16:00:00,NL,100,16625.285,16625.285,12/04/2023 11:44,,15,5,5,0
2021-05-01 16:00:00,Monthly Hourly Load Values,05/01/2021,16:00:00,17:00:00,NL,100,17192.595,17192.595,12/04/2023 11:44,,16,5,5,0
2021-05-01 17:00:00,Monthly Hourly Load Values,05/01/2021,17:00:00,18:00:00,NL,100,16246.975,16246.975,12/04/2023 11:44,,17,5,5,0
2021-05-01 18:00:00,Monthly Hourly Load Values,05/01/2021,18:00:00,19:00:00,NL,100,15629.8975,15629.8975,12/04/2023 11:44,,18,5,5,0
2021-05-01 19:00:00,Monthly Hourly Load Values,05/01/2021,19:00:00,20:00:00,NL,100,14824.91,14824.91,12/04/2023 11:44,,19,5,5,0
2021-05-01 20:00:00,Monthly Hourly Load Values,05/01/2021,20:00:00,21:00:00,NL,100,14021.675,14021.675,12/04/2023 11:44,,20,5,5,0
2021-05-01 21:00:00,Monthly Hourly Load Values,05/01/2021,21:00:00,22:00:00,NL,100,13144.68,13144.68,12/04/2023 11:44,,21,5,5,0
2021-05-01 22:00:00,Monthly Hourly Load Values,05/01/2021,22:00:00,23:00:00,NL,100,12424.7025,12424.7025,12/04/2023 11:44,,22,5,5,0
2021-05-01 23:00:00,Monthly Hourly Load Values,05/01/2021,23:00:00,00:00:00,NL,100,11863.8375,11863.8375,12/04/2023 11:44,,23,5,5,0
2021-06-01 00:00:00,Monthly Hourly Load Values,06/01/2021,00:00:00,01:00:00,NL,100,11504.73,11504.73,12/04/2023 11:44,,0,1,6,0
2021-06-01 01:00:00,Monthly Hourly Load Values,06/01/2021,01:00:00,02:00:00,NL,100,11240.99,11240.99,12/04/2023 11:44,,1,1,6,0
2021-06-01 02:00:00,Monthly Hourly Load Values,06/01/2021,02:00:00,03:00:00,NL,100,11161.955,11161.955,12/04/2023 11:44,,2,1,6,0
2021-06-01 03:00:00,Monthly Hourly Load Values,06/01/2021,03:00:00,04:00:00,NL,100,11270.4225,11270.4225,12/04/2023 11:44,,3,1,6,0
2021-06-01 04:00:00,Monthly Hourly Load Values,06/01/2021,04:00:00,05:00:00,NL,100,11819.325,11819.325,12/04/2023 11:44,,4,1,6,0
2021-06-01 05:00:00,Monthly Hourly Load Values,06/01/2021,05:00:00,06:00:00,NL,100,13036.4125,13036.4125,12/04/2023 11:44,,5,1,6,0
2021-06-01 06:00:00,Monthly Hourly Load Values,06/01/2021,06:00:00,07:00:00,NL,100,14544.36,14544.36,12/04/2023 11:44,,6,1,6,0
2021-06-01 07:00:00,Monthly Hourly Load Values,06/01/2021,07:00:00,08:00:00,NL,100,15941.3125,15941.3125,12/04/2023 11:44,,7,1,6,0
2021-06-01 08:00:00,Monthly Hourly Load Values,06/01/2021,08:00:00,09:00:00,NL,100,16509.445,16509.445,12/04/2023 11:44,,8,1,6,0
2021-06-01 09:00:00,Monthly Hourly Load Values,06/01/2021,09:00:00,10:00:00,NL,100,16534.525,16534.525,12/04/2023 11:44,,9,1,6,0
2021-06-01 10:00:00,Monthly Hourly Load Values,06/01/2021,10:00:00,11:00:00,NL,100,16444.9125,16444.9125,12/04/2023 11:44,,10,1,6,0
2021-06-01 11:00:00,Monthly Hourly Load Values,06/01/2021,11:00:00,12:00:00,NL,100,16373.435,16373.435,12/04/2023 11:44,,11,1,6,0
2021-06-01 12:00:00,Monthly Hourly Load Values,06/01/2021,12:00:00,13:00:00,NL,100,16263.9625,16263.9625,12/04/2023 11:44,,12,1,6,0
2021-06-01 13:00:00,Monthly Hourly Load Values,06/01/2021,13:00:00,14:00:00,NL,100,16218.29,16218.29,12/04/2023 11:44,,13,1,6,0
2021-06-01 14:00:00,Monthly Hourly Load Values,06/01/2021,14:00:00,15:00:00,NL,100,16331.02,16331.02,12/04/2023 11:44,,14,1,6,0
2021-06-01 15:00:00,Monthly Hourly Load Values,06/01/2021,15:00:00,16:00:00,NL,100,16540.0,16540.0,12/04/2023 11:44,,15,1,6,0
2021-06-01 16:00:00,Monthly Hourly Load Values,06/01/2021,16:00:00,17:00:00,NL,100,17225.87,17225.87,12/04/2023 11:44,,16,1,6,0
2021-06-01 17:00:00,Monthly Hourly Load Values,06/01/2021,17:00:00,18:00:00,NL,100,16386.1125,16386.1125,12/04/2023 11:44,,17,1,6,0
2021-06-01 18:00:00,Monthly Hourly Load Values,06/01/2021,18:00:00,19:00:00,NL,100,15713.61,15713.61,12/04/2023 11:44,,18,1,6,0
2021-06-01 19:00:00,Monthly Hourly Load Values,06/01/2021,19:00:00,20:00:00,NL,100,14947.8975,14947.8975,12/04/2023 11:44,,19,1,6,0
2021-06-01 20:00:00,Monthly Hourly Load Values,06/01/2021,20:00:00,21:00:00,NL,100,14158.8225,14158.8225,12/04/2023 11:44,,20,1,6,0
2021-06-01 21:00:00,Monthly Hourly Load Values,06/01/2021,21:00:00,22:00:00,NL,100,13339.9325,13339.9325,12/04/2023 11:44,,21,1,6,0
2021-06-01 22:00:00,Monthly Hourly Load Values,06/01/2021,22:00:00,23:00:00,NL,100,12658.8975,12658.8975,12/04/2023 11:44,,22,1,6,0
2021-06-01 23:00:00,Monthly Hourly Load Values,06/01/2021,23:00:00,00:00:00,NL,100,12078.8625,12078.8625,12/04/2023 11:44,,23,1,6,0
2021-07-01 00:00:00,Monthly Hourly Load Values,07/01/2021,00:00:00,01:00:00,NL,100,11767.9,11767.9,12/04/2023 11:44,,0,3,7,0
2021-07-01 01:00:00,Monthly Hourly Load Values,07/01/2021,01:00:00,02:00:00,NL,100,11531.215,11531.215,12/04/2023 11:44,,1,3,7,0
2021-07-01 02:00:00,Monthly Hourly Load Values,07/01/2021,02:00:00,03:00:00,NL,100,11423.7175,11423.7175,12/04/2023 11:44,,2,3,7,0
2021-07-01 03:00:00,Monthly Hourly Load Values,07/01/2021,03:00:00,04:00:00,NL,100,11500.18,11500.18,12/04/2023 11:44,,3,3,7,0
2021-07-01 04:00:00,Monthly Hourly Load Values,07/01/2021,04:00:00,05:00:00,NL,100,11920.6975,11920.6975,12/04/2023 11:44,,4,3,7,0
2021-07-01 05:00:00,Monthly Hourly Load Values,07/01/2021,05:00:00,06:00:00,NL,100,13085.52,13085.52,12/04/2023 11:44,,5,3,7,0
2021-07-01 06:00:00,Monthly Hourly Load Values,07/01/2021,06:00:00,07:00:00,NL,100,14741.785,14741.785,12/04/2023 11:44,,6,3,7,0
2021-07-01 07:00:00,Monthly Hourly Load Values,07/01/2021,07:00:00,08:00:00,NL,100,16179.325,16179.325,12/04/2023 11:44,,7,3,7,0
2021-07-01 08:00:00,Monthly Hourly Load Values,07/01/2021,08:00:00,09:00:00,NL,100,16556.785,16556.785,12/04/2023 11:44,,8,3,7,0
2021-07-01 09:00:00,Monthly Hourly Load Values,07/01/2021,09:00:00,10:00:00,NL,100,16439.925,16439.925,12/04/2023 11:44,,9,3,7,0
2021-07-01 10:00:00,Monthly Hourly Load Values,07/01/2021,10:00:00,11:00:00,NL,100,16270.385,16270.385,12/04/2023 11:44,,10,3,7,0
2021-07-01 11:00:00,Monthly Hourly Load Values,07/01/2021,11:00:00,12:00:00,NL,100,16173.795,16173.795,12/04/2023 11:44,,11,3,7,0
2021-07-01 12:00:00,Monthly Hourly Load Values,07/01/2021,12:00:00,13:00:00,NL,100,16163.2175,16163.2175,12/04/2023 11:44,,12,3,7,0
2021-07-01 13:00:00,Monthly Hourly Load Values,07/01/2021,13:00:00,14:00:00,NL,100,16105.2925,16105.2925,12/04/2023 11:44,,13,3,7,0
2021-07-01 14:00:00,Monthly Hourly Load Values,07/01/2021,14:00:00,15:00:00,NL,100,16144.58,16144.58,12/04/2023 11:44,,14,3,7,0
2021-07-01 15:00:00,Monthly Hourly Load Values,07/01/2021,15:00:00,16:00:00,NL,100,16398.545,16398.545,12/04/2023 11:44,,15,3,7,0
2021-07-01 16:00:00,Monthly Hourly Load Values,07/01/2021,16:00:00,17:00:00,NL,100,17113.935,17113.935,12/04/2023 11:44,,16,3,7,0
2021-07-01 17:00:00,Monthly Hourly Load Values,07/01/2021,17:00:00,18:00:00,NL,100,16269.14,16269.14,12/04/2023 11:44,,17,3,7,0
2021-07-01 18:00:00,Monthly Hourly Load Values,07/01/2021,18:00:00,19:00:00,NL,100,15619.59,15619.59,12/04/2023 11:44,,18,3,7,0
2021-07-01 19:00:00,Monthly Hourly Load Values,07/01/2021,19:00:00,20:00:00,NL,100,14906.685,14906.685,12/04/2023 11:44,,19,3,7,0
2021-07-01 20:00:00,Monthly Hourly Load Values,07/01/2021,20:00:00,21:00:00,NL,100,14140.4575,14140.4575,12/04/2023 11:44,,20,3,7,0
2021-07-01 21:00:00,Monthly Hourly Load Values,07/01/2021,21:00:00,22:00:00,NL,100,13254.5675,13254.5675,12/04/2023 11:44,,21,3,7,0
2021-07-01 22:00:00,Monthly Hourly Load Values,07/01/2021,22:00:00,23:00:00,NL,100,12577.04,12577.04,12/04/2023 11:44,,22,3,7,0
2021-07-01 23:00:00,Monthly Hourly Load Values,07/01/2021,23:00:00,00:00:00,NL,100,12034.1975,12034.1975,12/04/2023 11:44,,23,3,7,0
2021-08-01 00:00:00,Monthly Hourly Load Values,08/01/2021,00:00:00,01:00:00,NL,100,11675.5725,11675.5725,12/04/2023 11:44,,0,6,8,0
2021-08-01 01:00:00,Monthly Hourly Load Values,08/01/2021,01:00:00,02:00:00,NL,100,11435.0775,11435.0775,12/04/2023 11:44,,1,6,8,0
2021-08-01 02:00:00,Monthly Hourly Load Values,08/01/2021,02:00:00,03:00:00,NL,100,11376.4575,11376.4575,12/04/2023 11:44,,2,6,8,0
